date,shares,amount,open,high,low,close,change,turnover,stockno,month
2019-08-27,2535864,202789305,80.15,80.2,79.75,79.85,0.2,1369,50,8
2019-08-28,3318188,266715323,80.1,80.55,80.1,80.4,0.55,1606,50,8
2019-08-29,3233649,259494308,80.45,80.6,80.0,80.55,0.15,964,50,8
2019-08-30,19370894,1581406102,81.15,81.9,81.15,81.85,1.3,5592,50,8
2019-09-02,6457870,528610814,81.8,82.0,81.65,81.9,0.05,2082,50,9
2019-09-03,5052925,413343221,81.85,82.0,81.2,81.2,-0.7,2534,50,9
2019-09-04,10748771,881536222,81.45,82.2,81.4,82.15,0.95,4277,50,9
2019-09-05,25429390,2110355549,82.55,83.2,82.55,83.0,0.85,7984,50,9
2019-09-06,17226303,1437582238,83.25,83.55,83.25,83.5,0.5,7833,50,9
2019-09-09,12633348,1058619857,83.7,84.0,83.65,83.8,0.3,4942,50,9
2019-09-10,5171847,431764155,83.95,83.95,83.2,83.4,-0.4,3012,50,9
2019-09-11,4746200,396473497,83.75,83.9,83.3,83.45,0.05,1766,50,9
2019-09-12,9281122,779861376,84.1,84.25,83.75,83.9,0.45,3785,50,9
2019-09-16,10929792,920529834,84.0,84.45,83.95,84.4,0.5,4660,50,9
2019-09-17,4966780,418697583,84.4,84.45,84.2,84.25,-0.15,1650,50,9
2019-09-18,16999486,1442542539,84.4,85.0,84.35,84.95,0.7,5496,50,9
2019-09-19,7777364,658987087,84.95,85.15,84.4,84.45,-0.5,2503,50,9
2019-09-20,8231699,697865048,84.65,84.9,84.65,84.7,0.25,2092,50,9
2019-09-23,4369839,369772132,84.65,84.85,84.5,84.5,-0.2,1478,50,9
2019-09-24,4852012,410605292,84.5,84.85,84.35,84.65,0.15,1642,50,9
2019-09-25,3927674,330124238,84.35,84.35,83.9,84.1,-0.55,2438,50,9
2019-09-26,5194687,438729412,84.45,84.7,84.15,84.3,0.2,1534,50,9
2019-09-27,8884695,752473986,84.9,85.2,84.5,84.6,0.3,1964,50,9
2019-10-01,9595908,821807362,84.8,86.0,84.8,85.95,1.35,4149,50,10
2019-10-02,5653658,484713271,85.6,85.9,85.6,85.65,-0.3,1448,50,10
2019-10-03,4868237,412892945,84.4,85.1,84.3,84.8,-0.85,1734,50,10
2019-10-04,3746987,318959376,85.2,85.4,84.75,85.15,0.35,1128,50,10
2019-10-07,4140747,353756450,85.4,85.65,85.2,85.45,0.3,2881,50,10
2019-10-08,12195435,1054012283,85.85,86.6,85.85,86.5,1.05,3364,50,10
2019-10-09,6916829,594801990,86.15,86.2,85.8,85.8,-0.7,1835,50,10
2019-10-14,9491298,828885815,87.0,87.55,87.0,87.55,1.75,3957,50,10
2019-10-15,4377610,383575647,87.55,87.85,87.3,87.7,0.15,2163,50,10
2019-10-16,3983672,350582692,88.0,88.15,87.85,88.1,0.4,2926,50,10
2019-10-17,2540883,223655954,88.05,88.15,87.8,88.15,0.05,1408,50,10
2019-10-18,2815798,248106090,88.15,88.65,87.9,87.95,-0.2,1592,50,10
2019-10-21,1077652,94700394,87.95,88.0,87.75,87.85,-0.1,1257,50,10
2019-10-22,3256399,288438607,88.2,88.8,88.2,88.7,0.85,1639,50,10
2019-10-23,2580656,228554820,88.7,88.8,88.3,88.45,-0.25,1289,50,10
2019-10-24,2579559,228735385,88.7,88.8,88.5,88.8,0.35,1523,50,10
2019-10-25,7971190,708933934,89.2,89.2,88.6,88.8,0.0,2550,50,10
2019-10-28,5009774,446669910,89.25,89.3,89.0,89.2,0.4,2550,50,10
2019-10-29,7410985,663510736,89.5,89.65,89.35,89.45,0.25,2800,50,10
2019-10-30,5384270,482121683,89.45,89.85,89.3,89.85,0.4,1803,50,10
2019-10-31,9458164,854001219,89.9,90.6,89.9,90.1,0.25,2116,50,10
2019-11-01,2806778,252465747,90.0,90.2,89.75,90.1,0.0,1648,50,11
2019-11-04,6730681,615367052,90.55,92.25,90.55,92.2,2.1,3034,50,11
2019-11-05,3966279,367357250,92.4,92.9,92.35,92.9,0.7,2409,50,11
2019-11-06,4494319,418107400,92.95,93.35,92.75,93.35,0.45,2691,50,11
2019-11-07,3050118,282827556,93.2,93.2,92.35,92.85,-0.5,1940,50,11
2019-11-08,2890536,267788689,93.0,93.05,92.4,92.55,-0.3,1583,50,11
2019-11-11,5859344,535835470,92.4,92.45,91.05,91.15,-1.4,2994,50,11
2019-11-12,2426297,222545554,91.55,92.0,91.55,92.0,0.85,1594,50,11
2019-11-13,1935545,176904008,91.55,91.65,91.05,91.45,-0.55,1181,50,11
2019-11-14,2174281,198947342,91.6,91.8,91.2,91.4,-0.05,1038,50,11
2019-11-15,2510879,231639658,92.0,92.5,92.0,92.3,0.9,1536,50,11
2019-11-18,2087613,193351977,92.5,92.9,92.4,92.9,0.6,1586,50,11
2019-11-19,2821624,263329860,92.9,93.6,92.65,93.6,0.7,1750,50,11
2019-11-20,7954619,741833623,93.6,93.6,93.1,93.25,-0.35,3259,50,11
2019-11-21,3283838,302750501,92.3,92.55,91.8,92.5,-0.75,1619,50,11
2019-11-22,1506544,139445637,92.55,92.75,92.4,92.55,0.05,931,50,11
2019-11-25,2520694,234066063,93.0,93.1,92.55,92.6,0.05,2186,50,11
2019-11-26,3827480,355795288,92.95,93.3,92.8,92.85,0.25,2029,50,11
2019-11-27,1957676,181984052,92.85,93.2,92.75,93.2,0.35,1107,50,11
2019-11-28,1352720,125715522,93.25,93.25,92.8,92.95,-0.25,887,50,11
2019-11-29,5344208,490829372,92.85,92.85,91.45,91.5,-1.45,2592,50,11
2019-12-02,2068341,190189977,91.95,92.15,91.75,92.05,0.55,1568,50,12
2019-12-03,1410794,129802491,91.7,92.2,91.6,92.05,0.0,807,50,12
2019-12-04,2310508,211810503,91.85,91.9,91.4,91.7,-0.35,1026,50,12
2019-12-05,3441050,319239879,92.35,93.0,92.2,92.9,1.2,1898,50,12
2019-12-06,3394433,316362892,93.3,93.5,92.75,93.05,0.15,1691,50,12
2019-12-09,2912194,272545756,93.2,93.8,93.2,93.65,0.6,2016,50,12
2019-12-10,5465431,508711057,93.4,93.4,92.8,93.0,-0.65,1356,50,12
2019-12-11,1936772,181023950,93.0,93.75,92.95,93.75,0.75,1512,50,12
2019-12-12,8420111,805189010,94.35,96.1,94.35,95.85,2.1,3414,50,12
2019-12-13,5880136,570464417,96.75,97.4,96.7,96.9,1.05,3045,50,12
2019-12-16,4482448,434247973,96.95,97.05,96.65,96.85,-0.05,3153,50,12
2019-12-17,4703223,458806704,96.75,98.15,96.7,98.15,1.3,2810,50,12
2019-12-18,3762355,368980745,98.0,98.3,97.8,98.2,0.05,2718,50,12
2019-12-19,2271007,222130098,98.15,98.2,97.55,97.65,-0.55,1774,50,12
2019-12-20,3353485,325788665,97.55,97.55,96.7,96.95,-0.7,2393,50,12
2019-12-23,3416729,331574305,97.0,97.3,96.95,97.15,0.2,2170,50,12
2019-12-24,1409728,137094824,97.3,97.45,97.2,97.2,0.05,830,50,12
2019-12-25,1789167,173900527,97.2,97.45,97.05,97.35,0.15,1847,50,12
2019-12-26,3095969,301266167,97.55,97.55,97.1,97.35,0.0,1119,50,12
2019-12-27,2978047,291993656,97.6,98.15,97.6,98.0,0.65,1942,50,12
2019-12-30,3138762,307621326,98.0,98.25,97.6,97.8,-0.2,1941,50,12
2019-12-31,4303947,417657710,97.1,97.2,96.95,96.95,-0.85,1852,50,12
2020-01-02,4882015,476649683,97.05,98.0,97.05,97.65,0.7,2421,50,1
2020-01-03,6813547,665657992,98.3,98.7,97.0,97.65,0.0,3080,50,1
2020-01-06,9321768,901060879,97.05,97.1,96.4,96.4,-1.25,4809,50,1
2020-01-07,6328602,607425541,96.45,96.7,95.4,96.1,-0.3,4116,50,1
2020-01-08,8516995,813733739,95.2,96.2,95.05,95.65,-0.45,5033,50,1
2020-01-09,7163943,693086421,96.3,97.1,96.3,96.95,1.3,3879,50,1
2020-01-10,9071925,882408791,97.5,97.8,96.95,97.3,0.35,4900,50,1
2020-01-13,6650898,650806854,97.85,98.1,97.5,98.0,0.7,2883,50,1
2020-01-14,11544956,1138704185,98.5,98.85,98.4,98.6,0.6,6403,50,1
2020-01-15,10259354,1004716001,98.7,98.7,97.45,97.6,-1.0,5316,50,1
2020-01-16,8686499,844614108,97.15,97.5,97.0,97.3,-0.3,2646,50,1
2020-01-17,8121134,791003262,97.7,97.75,97.1,97.3,0.0,2944,50,1
2020-01-20,6969945,681688026,97.55,98.0,97.55,97.7,0.4,3130,50,1
2020-01-30,32262874,3014149166,95.0,95.0,92.15,92.15,-5.55,16273,50,1
2020-01-31,22497767,2030143514,90.65,90.65,89.65,89.95,0.0,11950,50,1
2020-02-03,15823593,1401640343,88.5,89.15,87.6,89.05,-0.9,7843,50,2
2020-02-04,8904471,804708649,89.45,90.95,89.2,90.6,1.55,4851,50,2
2020-02-05,6701508,609037681,91.0,91.3,90.3,90.85,0.25,4001,50,2
2020-02-06,10696477,982277669,91.65,92.3,91.35,92.3,1.45,4113,50,2
2020-02-07,9554828,871832328,91.65,91.65,90.95,91.2,-1.1,4992,50,2
2020-02-10,7308908,661411947,90.0,91.2,89.6,91.0,-0.2,3838,50,2
2020-02-11,5115402,468988015,91.35,91.95,91.35,91.75,0.75,3724,50,2
2020-02-12,5640117,521567062,92.0,92.9,92.0,92.65,0.9,2845,50,2
2020-02-13,5754317,534947681,93.0,93.25,92.7,92.8,0.15,2530,50,2
2020-02-14,4988165,463738591,92.8,93.25,92.55,92.95,0.15,2592,50,2
2020-02-17,6266211,578240762,92.3,92.55,91.95,92.3,-0.65,2983,50,2
2020-02-18,12529356,1143154993,91.4,91.6,91.0,91.05,-1.25,6041,50,2
2020-02-19,7947011,730212458,91.15,92.25,91.05,92.1,1.05,3934,50,2
2020-02-20,6538336,599664476,92.35,92.5,91.35,91.7,-0.4,2619,50,2
2020-02-21,5401188,493195200,91.65,91.95,90.95,91.25,-0.45,2963,50,2
2020-02-24,13571936,1222019338,90.25,90.4,89.7,90.1,-1.15,7797,50,2
2020-02-25,8840104,796170580,89.5,90.5,89.45,90.35,0.25,3943,50,2
2020-02-26,15256003,1362216157,89.15,89.75,88.9,89.45,-0.9,7889,50,2
2020-02-27,24688054,2190387154,89.35,89.5,88.35,88.65,-0.8,12829,50,2
2020-03-02,27894641,2437814508,87.5,88.25,86.85,87.35,-1.3,12628,50,3
2020-03-03,11071900,980838153,88.85,88.95,88.25,88.6,1.25,5903,50,3
2020-03-04,8437415,749733154,88.8,89.2,88.4,89.2,0.6,3541,50,3
2020-03-05,9785483,881048721,89.8,90.25,89.75,90.2,1.0,5246,50,3
2020-03-06,17096376,1515504581,89.65,89.65,88.3,88.35,-1.85,8153,50,3
2020-03-09,27734426,2389878137,86.8,86.8,85.6,85.85,-2.5,16049,50,3
2020-03-10,23784345,2031046781,85.0,86.3,84.9,86.3,0.45,10444,50,3
2020-03-11,15306570,1315633871,86.45,86.55,85.05,85.3,-1.0,7642,50,3
2020-03-12,44910246,3702402943,84.5,84.5,81.15,82.15,-3.15,19425,50,3
2020-03-13,53704860,4165969502,78.0,81.4,75.95,81.0,-1.15,22286,50,3
2020-03-16,33813951,2652927807,80.0,80.4,76.95,77.3,-3.7,17505,50,3
2020-03-17,51145832,3843020137,74.3,76.7,74.3,74.85,-2.45,20922,50,3
2020-03-18,46790503,3463425684,74.95,75.25,72.8,72.8,-2.05,23021,50,3
2020-03-19,68038340,4709268810,71.0,71.0,67.25,68.55,-4.25,27999,50,3
2020-03-20,40910533,2966513589,71.0,74.0,70.9,74.0,5.45,20786,50,3
2020-03-23,22465117,1599805748,71.0,72.1,69.55,70.8,-3.2,12011,50,3
2020-03-24,26956843,2009808259,73.85,75.3,73.7,74.25,3.45,13009,50,3
2020-03-25,32687820,2515225203,76.8,77.45,76.1,76.85,2.6,17188,50,3
2020-03-26,19215688,1477391870,77.4,77.45,76.0,77.2,0.35,9509,50,3
2020-03-27,21953901,1706695527,78.3,78.7,76.45,76.6,-0.6,12164,50,3
2020-03-30,13605883,1021517958,74.7,76.15,74.05,75.85,-0.75,7322,50,3
2020-03-31,9764000,745847201,76.8,77.2,75.6,76.15,0.3,5249,50,3
2020-04-01,9948017,757960266,76.5,76.65,75.85,75.9,-0.25,4967,50,4
2020-04-06,12207626,935731083,76.95,77.1,75.75,77.05,1.15,5824,50,4
2020-04-07,15302038,1200849513,78.5,78.9,78.05,78.5,1.45,8794,50,4
2020-04-08,15230698,1205900652,78.5,79.7,78.35,79.6,1.1,8941,50,4
2020-04-09,15650105,1242814448,79.85,80.1,78.85,79.25,-0.35,8547,50,4
2020-04-10,5824779,460693342,79.0,79.35,78.7,79.3,0.05,3348,50,4
2020-04-13,7430914,586896106,79.0,79.4,78.55,78.8,-0.5,4389,50,4
2020-04-14,13121792,1054569152,79.05,80.95,79.05,80.95,2.15,7743,50,4
2020-04-15,17361116,1410800897,81.25,81.5,81.0,81.2,0.25,7137,50,4
2020-04-16,12409525,1001483225,80.2,81.1,80.05,80.8,-0.4,6925,50,4
2020-04-17,34532038,2879398225,83.0,84.0,82.7,83.25,2.45,11524,50,4
2020-04-20,12336416,1025144071,83.25,83.5,82.8,83.0,-0.25,5638,50,4
2020-04-21,21082454,1712306057,82.65,82.65,80.5,80.6,-2.4,11037,50,4
2020-04-22,10896151,871604621,80.0,80.6,79.5,80.6,0.0,5607,50,4
2020-04-23,13298948,1078973188,81.15,82.0,80.3,80.9,0.3,5546,50,4
2020-04-24,5764752,466004912,80.8,81.0,80.45,80.9,0.0,3025,50,4
2020-04-27,13917724,1144296195,82.15,82.6,81.65,82.55,1.65,5005,50,4
2020-04-28,7556661,622421135,82.9,82.9,82.0,82.55,0.0,4044,50,4
2020-04-29,11874079,992546626,83.05,83.9,82.95,83.7,1.15,5582,50,4
2020-04-30,18785156,1597420751,84.45,85.5,84.4,85.5,1.8,8305,50,4
2020-05-04,15648380,1296408090,82.4,83.3,82.2,83.0,-2.5,8848,50,5
2020-05-05,7810636,651512279,83.5,83.8,83.0,83.4,0.4,3986,50,5
2020-05-06,6142593,511218824,83.3,83.75,82.6,83.5,0.1,3610,50,5
2020-05-07,6140995,514715030,83.5,84.15,83.3,83.85,0.35,3429,50,5
2020-05-08,6034013,508981564,84.6,84.75,84.0,84.35,0.5,3530,50,5
2020-05-11,6655422,566557718,85.0,85.4,84.7,85.05,0.7,4065,50,5
2020-05-12,11549365,970944184,84.6,84.6,83.65,84.05,-1.0,6496,50,5
2020-05-13,4967165,417187216,83.7,84.4,83.6,84.3,0.25,2672,50,5
