date,shares,amount,open,high,low,close,change,turnover,stockno,month
2020-05-07,13959657,273746430,19.6,19.7,19.55,19.55,0.0,5044,2002,5
2020-05-08,14611151,287895168,19.75,19.8,19.6,19.65,0.1,4458,2002,5
2020-05-11,18569257,368954140,19.8,19.95,19.8,19.85,0.2,5863,2002,5
2020-05-12,16441116,322884182,19.7,19.75,19.6,19.6,-0.25,6627,2002,5
2020-05-13,15238466,299339470,19.6,19.85,19.55,19.85,0.25,4938,2002,5
2020-05-14,15552701,305005609,19.8,19.8,19.55,19.55,-0.3,5982,2002,5
2020-05-15,9592766,188108886,19.7,19.7,19.55,19.55,0.0,3765,2002,5
2020-05-18,9392146,184563951,19.55,19.75,19.55,19.65,0.1,3321,2002,5
2020-05-19,16378853,324305670,19.9,19.9,19.7,19.8,0.15,5612,2002,5
2020-05-20,15227504,302358598,19.85,19.9,19.8,19.9,0.1,5103,2002,5
2020-05-21,17229473,342422232,19.85,19.95,19.8,19.9,0.0,4577,2002,5
2020-05-22,17897882,351862697,19.85,19.9,19.6,19.6,-0.3,6344,2002,5
2020-05-25,9582148,187902413,19.7,19.75,19.5,19.65,0.05,3456,2002,5
2020-05-26,18714247,371685750,19.8,19.9,19.7,19.9,0.25,5304,2002,5
2020-05-27,12380922,245943317,19.9,19.9,19.8,19.9,0.0,4326,2002,5
2020-05-28,21784768,434041656,19.9,20.0,19.85,19.95,0.05,5939,2002,5
2020-05-29,35848123,710963570,19.9,19.95,19.8,19.8,-0.15,4980,2002,5
2020-06-01,22733886,455054670,19.9,20.1,19.85,20.1,0.3,8144,2002,6
2020-06-02,22805901,462766280,20.1,20.4,20.05,20.4,0.3,7227,2002,6
2020-06-03,33489885,696389639,20.7,20.95,20.55,20.9,0.5,11160,2002,6
2020-06-04,26257399,548252841,21.1,21.1,20.7,20.95,0.05,8109,2002,6
2020-06-05,19206498,402447808,20.95,21.0,20.9,21.0,0.05,6969,2002,6
2020-06-08,24770663,523343916,21.0,21.2,21.0,21.2,0.2,7381,2002,6
2020-06-09,20115368,427942706,21.25,21.35,21.2,21.3,0.1,6369,2002,6
2020-06-10,18816583,398979463,21.3,21.3,21.1,21.2,-0.1,5504,2002,6
2020-06-11,20589453,432976013,21.2,21.2,20.8,20.9,-0.3,7418,2002,6
2020-06-12,17152033,352080351,20.6,20.65,20.35,20.65,-0.25,5884,2002,6
2020-06-15,20650629,422490625,20.45,20.55,20.35,20.35,-0.3,6786,2002,6
2020-06-16,14935204,310208651,20.45,20.95,20.4,20.8,0.45,4826,2002,6
2020-06-17,12004418,249890096,20.8,20.95,20.6,20.95,0.15,5012,2002,6
2020-06-18,18841584,388330068,20.9,20.95,20.5,20.55,-0.4,6156,2002,6
2020-06-19,32599705,670543654,20.75,20.8,20.5,20.5,-0.05,4257,2002,6
2020-06-22,13540719,277857039,20.5,20.6,20.45,20.55,0.05,4431,2002,6
2020-06-23,14362718,295991161,20.55,20.75,20.45,20.75,0.2,3455,2002,6
2020-06-24,14079790,293244333,20.75,20.95,20.7,20.85,0.1,3569,2002,6
2020-06-29,13537602,278069802,20.65,20.7,20.5,20.55,-0.3,4477,2002,6
2020-06-30,14165529,293006192,20.6,20.8,20.55,20.7,0.15,3062,2002,6
2020-07-01,11867137,244681532,20.65,20.75,20.55,20.6,-0.1,4291,2002,7
2020-07-02,9740933,200668864,20.6,20.7,20.55,20.55,-0.05,3438,2002,7
2020-07-03,9817632,203167258,20.6,20.75,20.6,20.75,0.2,3323,2002,7
2020-07-06,16997206,355186452,20.8,21.0,20.75,21.0,0.25,5067,2002,7
2020-07-07,15537383,323257286,21.0,21.05,20.75,20.75,-0.25,4968,2002,7
2020-07-08,15633051,324889882,20.75,20.85,20.7,20.85,0.1,4106,2002,7
2020-07-09,22559321,471458847,20.9,21.25,20.7,20.85,0.0,5879,2002,7
2020-07-10,14150000,293205550,20.85,20.85,20.65,20.7,-0.15,3882,2002,7
2020-07-13,13185468,273134594,20.7,20.8,20.6,20.7,0.0,3558,2002,7
2020-07-14,11183179,230859376,20.7,20.75,20.6,20.6,-0.1,3012,2002,7
2020-07-15,15592000,325023100,20.7,20.95,20.65,20.9,0.3,4937,2002,7
2020-07-16,12874000,269512300,21.0,21.05,20.85,20.9,0.0,3459,2002,7
2020-07-17,7412000,154937650,21.0,21.0,20.8,20.9,0.0,2265,2002,7
2020-07-20,8269000,171993800,20.85,20.85,20.75,20.8,-0.1,2407,2002,7
2020-07-21,25479000,527196000,20.75,20.8,20.6,20.6,-0.2,6873,2002,7
2020-07-22,17022000,351597950,20.6,20.7,20.6,20.7,0.1,4343,2002,7
2020-07-23,14584000,301117950,20.65,20.7,20.6,20.7,0.0,3916,2002,7
2020-07-24,21493000,434771150,20.2,20.35,20.15,20.15,0.0,6451,2002,7
2020-07-27,16246000,325565350,20.1,20.15,20.0,20.0,-0.15,5779,2002,7
2020-07-28,17192000,340626500,19.8,19.9,19.65,19.9,-0.1,5620,2002,7
2020-07-29,9626000,191948550,19.9,20.0,19.9,19.9,0.0,3865,2002,7
2020-07-30,11574000,230010750,19.9,20.0,19.8,19.9,0.0,3958,2002,7
2020-07-31,12936000,256715150,19.95,19.95,19.8,19.8,-0.1,4328,2002,7
2020-08-03,14242000,280563750,19.8,19.8,19.6,19.6,-0.2,5445,2002,8
2020-08-04,8348000,165119900,19.65,19.9,19.6,19.85,0.25,2742,2002,8
2020-08-05,10576000,211058400,19.85,20.0,19.85,20.0,0.15,3801,2002,8
2020-08-06,14720000,294666800,20.0,20.1,19.9,20.1,0.1,4851,2002,8
2020-08-07,15012000,299020700,20.0,20.1,19.8,19.95,-0.15,4530,2002,8
2020-08-10,8630190,172948270,20.0,20.1,19.95,20.1,0.15,3053,2002,8
2020-08-11,14224000,287601700,20.1,20.3,20.1,20.2,0.1,4286,2002,8
2020-08-12,8725000,175492850,20.15,20.25,20.05,20.2,0.0,2873,2002,8
2020-08-13,8931000,180064800,20.2,20.2,20.1,20.2,0.0,2728,2002,8
2020-08-14,11522000,232532500,20.1,20.3,20.0,20.2,0.0,3405,2002,8
