date,shares,amount,open,high,low,close,change,turnover,stockno,month
2019-05-10,13405978,330409852,24.7,24.8,24.55,24.55,-0.15,5853,2002,5
2019-05-13,14816320,363078012,24.55,24.65,24.4,24.45,-0.1,5733,2002,5
2019-05-14,34992994,845924930,24.3,24.3,24.1,24.1,-0.35,11528,2002,5
2019-05-15,23316153,561827884,24.1,24.2,24.0,24.0,-0.1,9577,2002,5
2019-05-16,21472452,516792022,24.0,24.25,23.9,24.0,0.0,6034,2002,5
2019-05-17,17503738,421362520,24.05,24.2,24.0,24.0,0.0,4899,2002,5
2019-05-20,11420781,276432698,24.15,24.4,24.1,24.2,0.2,3386,2002,5
2019-05-21,20862115,511575141,24.35,24.7,24.3,24.65,0.45,5517,2002,5
2019-05-22,13421435,326166942,24.3,24.45,24.15,24.45,-0.2,4607,2002,5
2019-05-23,10874568,264832447,24.45,24.45,24.2,24.45,0.0,3512,2002,5
2019-05-24,8087568,197129482,24.55,24.55,24.3,24.4,-0.05,3401,2002,5
2019-05-27,11718047,284015066,24.3,24.3,24.2,24.3,-0.1,3884,2002,5
2019-05-28,110991939,2697895139,24.3,24.5,24.25,24.3,0.0,5858,2002,5
2019-05-29,20606250,498093438,24.3,24.3,24.1,24.1,-0.2,5320,2002,5
2019-05-30,16528289,398298185,24.1,24.2,24.05,24.1,0.0,4677,2002,5
2019-05-31,11070314,267809674,24.05,24.3,24.05,24.3,0.2,3846,2002,5
2019-06-03,10213351,246404688,24.2,24.3,24.0,24.15,-0.15,3301,2002,6
2019-06-04,13451836,324523159,24.15,24.2,24.05,24.2,0.05,3289,2002,6
2019-06-05,13401487,325117965,24.2,24.35,24.2,24.2,0.0,3467,2002,6
2019-06-06,10872021,263956393,24.2,24.35,24.15,24.35,0.15,3601,2002,6
2019-06-10,9172717,224183274,24.4,24.5,24.3,24.5,0.15,3391,2002,6
2019-06-11,8238847,201056312,24.5,24.5,24.35,24.4,-0.1,3367,2002,6
2019-06-12,9911658,242658301,24.35,24.55,24.35,24.55,0.15,3553,2002,6
2019-06-13,11120959,271986035,24.45,24.55,24.4,24.45,-0.1,3999,2002,6
2019-06-14,12612048,309609893,24.45,24.65,24.45,24.5,0.05,4210,2002,6
2019-06-17,10453983,256220199,24.5,24.55,24.4,24.55,0.05,3027,2002,6
2019-06-18,13940181,342236211,24.5,24.6,24.45,24.6,0.05,3223,2002,6
2019-06-19,20541443,509535965,24.65,24.95,24.6,24.95,0.35,7095,2002,6
2019-06-20,22154527,549241120,24.95,25.0,24.6,24.8,-0.15,6185,2002,6
2019-06-21,22928607,571268661,24.75,25.0,24.75,25.0,0.2,5356,2002,6
2019-06-24,11968397,298598865,24.7,25.0,24.7,25.0,0.0,3397,2002,6
2019-06-25,11058684,275734327,24.85,25.0,24.85,25.0,0.0,3465,2002,6
2019-06-26,8333114,207882693,24.9,25.0,24.9,24.9,-0.1,2446,2002,6
2019-06-27,22132229,552795950,24.9,25.05,24.9,24.9,0.0,4608,2002,6
2019-06-28,11189598,279346685,25.05,25.05,24.9,24.95,0.05,2242,2002,6
2019-07-01,7507599,186862062,24.8,25.0,24.8,24.85,-0.1,3528,2002,7
2019-07-02,12771920,315921293,24.8,24.85,24.6,24.6,-0.25,5130,2002,7
2019-07-03,8566261,211402135,24.6,24.85,24.55,24.7,0.1,3502,2002,7
2019-07-04,6319355,155648526,24.6,24.8,24.6,24.65,-0.05,3282,2002,7
2019-07-05,5204774,128325878,24.55,24.8,24.55,24.7,0.05,1797,2002,7
2019-07-08,6696632,165546093,24.65,24.8,24.6,24.8,0.1,1973,2002,7
2019-07-09,9385104,231776318,24.75,24.8,24.6,24.65,-0.15,2469,2002,7
2019-07-10,6622824,164308665,24.7,24.9,24.65,24.85,0.2,2979,2002,7
2019-07-11,5005394,124467517,24.95,24.95,24.8,24.8,-0.05,2395,2002,7
2019-07-12,7940559,196892031,24.65,24.85,24.65,24.8,0.0,2681,2002,7
2019-07-15,8014559,198474035,24.8,24.9,24.65,24.7,-0.1,2685,2002,7
2019-07-16,11463897,283429943,24.7,24.85,24.65,24.85,0.15,3284,2002,7
2019-07-17,7723099,191456731,24.7,24.85,24.7,24.85,0.0,3584,2002,7
2019-07-18,5848128,144587256,24.8,24.85,24.7,24.7,-0.15,2497,2002,7
2019-07-19,12062587,300596952,24.85,25.0,24.8,24.9,0.2,5341,2002,7
2019-07-22,10429780,260300847,24.9,25.0,24.9,24.9,0.0,4219,2002,7
2019-07-23,13113425,327090511,24.9,25.0,24.9,24.9,0.0,5034,2002,7
2019-07-24,20031451,500064151,24.95,25.0,24.9,25.0,0.1,6797,2002,7
2019-07-25,28287126,682658190,24.0,24.25,24.0,24.1,0.0,8896,2002,7
2019-07-26,10912806,263367954,24.15,24.2,24.05,24.2,0.1,4439,2002,7
2019-07-29,9175456,221853559,24.15,24.25,24.1,24.15,-0.05,3079,2002,7
2019-07-30,8133422,196202931,24.05,24.2,24.05,24.1,-0.05,3003,2002,7
2019-07-31,12955788,311476709,24.1,24.15,24.0,24.0,-0.1,4911,2002,7
2019-08-01,17995893,429235982,23.95,23.95,23.8,23.8,-0.2,7777,2002,8
2019-08-02,21205688,500028077,23.65,23.7,23.5,23.65,-0.15,8769,2002,8
2019-08-05,18999664,446685058,23.6,23.6,23.45,23.5,-0.15,7822,2002,8
2019-08-06,13220529,309715174,23.3,23.6,23.2,23.5,0.0,5806,2002,8
2019-08-07,19334428,451984819,23.4,23.5,23.3,23.3,-0.2,9209,2002,8
2019-08-08,9832121,230396341,23.3,23.5,23.3,23.4,0.1,3977,2002,8
2019-08-12,12111751,282596898,23.3,23.45,23.25,23.3,-0.1,4360,2002,8
2019-08-13,11017941,256537557,23.3,23.35,23.25,23.25,-0.05,4577,2002,8
2019-08-14,11973101,278493406,23.25,23.4,23.2,23.2,-0.05,5326,2002,8
2019-08-15,14123931,325804463,23.2,23.2,23.05,23.05,-0.15,6170,2002,8
2019-08-16,17858377,412805119,23.0,23.3,23.0,23.1,0.05,6200,2002,8
2019-08-19,14183855,327441817,23.1,23.2,23.05,23.05,-0.05,6305,2002,8
2019-08-20,12949654,298726065,23.05,23.15,23.05,23.05,0.0,5357,2002,8
2019-08-21,11897471,274315694,23.05,23.1,23.0,23.05,0.0,4960,2002,8
2019-08-22,14844145,342349949,23.05,23.15,23.0,23.15,0.1,5562,2002,8
2019-08-23,12828191,295687224,23.15,23.15,23.0,23.15,0.0,5402,2002,8
2019-08-26,18269335,419042777,23.0,23.05,22.85,22.95,-0.2,7761,2002,8
2019-08-27,33335793,762605689,22.95,23.0,22.85,22.85,-0.1,8378,2002,8
2019-08-28,15090420,345545722,22.85,23.1,22.8,23.1,0.25,6457,2002,8
2019-08-29,14569300,333671585,23.0,23.05,22.85,22.95,-0.15,4956,2002,8
2019-08-30,14127578,326048249,23.0,23.15,23.0,23.15,0.2,4805,2002,8
2019-09-02,7619112,176066836,23.15,23.2,23.05,23.2,0.05,3367,2002,9
2019-09-03,10116829,233362903,23.2,23.2,23.0,23.0,-0.2,4207,2002,9
2019-09-04,14929857,343447814,23.0,23.15,22.95,23.0,0.0,5337,2002,9
2019-09-05,13890899,321258908,23.0,23.2,23.0,23.15,0.15,4897,2002,9
2019-09-06,9648853,223007135,23.15,23.2,23.05,23.15,0.0,3865,2002,9
2019-09-09,7708654,178793841,23.15,23.25,23.15,23.2,0.05,3166,2002,9
2019-09-10,13851246,322897091,23.2,23.35,23.15,23.35,0.15,4616,2002,9
2019-09-11,14531677,340980577,23.4,23.55,23.35,23.5,0.15,5040,2002,9
2019-09-12,11829725,278972728,23.55,23.65,23.5,23.5,0.0,4312,2002,9
2019-09-16,11415555,268789514,23.55,23.6,23.45,23.55,0.05,4262,2002,9
2019-09-17,15376997,358280246,23.5,23.5,23.2,23.2,-0.35,5114,2002,9
2019-09-18,13380357,311437719,23.15,23.35,23.15,23.2,0.0,5630,2002,9
2019-09-19,9523513,220640736,23.2,23.3,23.1,23.2,0.0,4393,2002,9
2019-09-20,21021641,491163032,23.15,23.45,23.1,23.45,0.25,3474,2002,9
2019-09-23,12123780,281443104,23.2,23.3,23.15,23.15,-0.3,4277,2002,9
2019-09-24,11838697,273889812,23.15,23.2,23.05,23.2,0.05,4655,2002,9
2019-09-25,12747578,294196895,23.1,23.15,23.05,23.1,-0.1,4731,2002,9
2019-09-26,8795904,203304037,23.1,23.2,23.05,23.1,0.0,3231,2002,9
2019-09-27,13139740,302567375,23.1,23.15,23.0,23.0,-0.1,6064,2002,9
2019-10-01,20652311,475294391,23.3,23.3,22.95,23.05,0.05,9069,2002,10
2019-10-02,8073265,185587674,23.0,23.05,22.95,22.95,-0.1,3623,2002,10
2019-10-03,14660517,335312591,22.9,22.9,22.85,22.85,-0.1,6350,2002,10
2019-10-04,12311718,281715514,22.85,23.0,22.85,22.85,0.0,5831,2002,10
2019-10-07,7082149,162311787,22.85,22.95,22.85,22.95,0.1,3494,2002,10
2019-10-08,8410629,194092535,22.95,23.15,22.95,23.05,0.1,3668,2002,10
2019-10-09,8395919,192622087,23.0,23.05,22.9,22.9,-0.15,3848,2002,10
2019-10-14,10130095,233740627,23.15,23.15,23.0,23.15,0.25,3667,2002,10
2019-10-15,7736888,178702853,23.05,23.2,23.0,23.2,0.05,3260,2002,10
2019-10-16,10424339,241352368,23.15,23.2,23.05,23.2,0.0,3887,2002,10
2019-10-17,14549442,338050563,23.2,23.3,23.1,23.25,0.05,4469,2002,10
2019-10-18,8434892,196047490,23.25,23.3,23.2,23.25,0.0,2812,2002,10
2019-10-21,9349682,217245911,23.25,23.3,23.15,23.3,0.05,2692,2002,10
2019-10-22,11861903,276915119,23.3,23.4,23.25,23.4,0.1,4024,2002,10
2019-10-23,12454418,290420450,23.4,23.4,23.15,23.4,0.0,4028,2002,10
2019-10-24,10405879,243737376,23.4,23.5,23.3,23.5,0.1,3475,2002,10
2019-10-25,7217426,168721786,23.45,23.45,23.25,23.45,-0.05,2864,2002,10
2019-10-28,7784941,181868797,23.45,23.45,23.3,23.35,-0.1,3040,2002,10
2019-10-29,8971470,209594822,23.4,23.45,23.3,23.4,0.05,2903,2002,10
2019-10-30,11939410,279853164,23.4,23.5,23.3,23.5,0.1,4508,2002,10
2019-10-31,14292433,335489304,23.55,23.55,23.4,23.45,-0.05,3964,2002,10
2019-11-01,10732817,252181392,23.45,23.55,23.4,23.55,0.1,3589,2002,11
2019-11-04,12504864,294338112,23.5,23.6,23.45,23.6,0.05,4094,2002,11
2019-11-05,14864183,352522723,23.5,23.8,23.5,23.8,0.2,5911,2002,11
2019-11-06,9285656,219849652,23.8,23.8,23.6,23.65,-0.15,2972,2002,11
2019-11-07,8171549,193627709,23.65,23.75,23.6,23.75,0.1,2775,2002,11
2019-11-08,7957865,189218714,23.75,23.85,23.7,23.8,0.05,3327,2002,11
2019-11-11,8746046,207272601,23.8,23.8,23.55,23.8,0.0,3077,2002,11
2019-11-12,5928279,140586574,23.8,23.8,23.65,23.8,0.0,2488,2002,11
2019-11-13,12743915,298742770,23.6,23.65,23.35,23.35,-0.45,5095,2002,11
2019-11-14,8608631,200043530,23.3,23.3,23.2,23.2,-0.15,3428,2002,11
2019-11-15,8105474,188982479,23.5,23.5,23.2,23.2,0.0,2961,2002,11
2019-11-18,6496579,151568302,23.25,23.45,23.25,23.45,0.25,2562,2002,11
2019-11-19,7041253,164833570,23.25,23.5,23.25,23.5,0.05,2585,2002,11
2019-11-20,7774977,181808553,23.35,23.5,23.3,23.5,0.0,3085,2002,11
2019-11-21,12219180,284813728,23.3,23.4,23.2,23.4,-0.1,3711,2002,11
2019-11-22,7318281,171029769,23.3,23.45,23.25,23.45,0.05,2193,2002,11
2019-11-25,10334849,242179693,23.45,23.5,23.35,23.45,0.0,3382,2002,11
2019-11-26,39475716,929796236,23.45,23.65,23.4,23.55,0.1,4173,2002,11
2019-11-27,8159690,192702531,23.55,23.65,23.55,23.65,0.1,2980,2002,11
2019-11-28,10107760,238537406,23.6,23.7,23.5,23.7,0.05,3441,2002,11
2019-11-29,8074593,189206703,23.6,23.6,23.4,23.4,-0.3,2786,2002,11
2019-12-02,8046992,188223493,23.35,23.5,23.3,23.4,0.0,2864,2002,12
2019-12-03,6538692,153721286,23.45,23.55,23.4,23.55,0.15,1939,2002,12
2019-12-04,8583516,201933533,23.5,23.6,23.4,23.6,0.05,2674,2002,12
2019-12-05,7577445,177639747,23.45,23.55,23.4,23.45,-0.15,2641,2002,12
2019-12-06,8894116,207806369,23.4,23.45,23.3,23.4,-0.05,3117,2002,12
2019-12-09,8344709,195003581,23.4,23.4,23.3,23.4,0.0,2374,2002,12
2019-12-10,8676447,203064303,23.4,23.45,23.35,23.45,0.05,2636,2002,12
2019-12-11,9167693,215084911,23.4,23.5,23.35,23.5,0.05,3023,2002,12
2019-12-12,15705566,369524000,23.5,23.6,23.45,23.45,-0.05,4324,2002,12
2019-12-13,17566407,415767632,23.6,23.7,23.55,23.7,0.25,6073,2002,12
2019-12-16,10646462,251277674,23.7,23.7,23.5,23.5,-0.2,3826,2002,12
2019-12-17,15212772,360234543,23.5,23.8,23.45,23.8,0.3,5251,2002,12
2019-12-18,16407687,390617665,23.75,23.9,23.65,23.9,0.1,5277,2002,12
2019-12-19,8079034,191706297,23.8,23.85,23.7,23.7,-0.2,2635,2002,12
2019-12-20,25176102,596003208,23.65,23.8,23.55,23.65,-0.05,3997,2002,12
2019-12-23,12895748,306671729,23.65,23.9,23.6,23.9,0.25,3295,2002,12
2019-12-24,5301122,126406773,23.8,23.9,23.75,23.85,-0.05,2490,2002,12
2019-12-25,5831507,139182450,23.85,23.9,23.8,23.8,-0.05,2687,2002,12
2019-12-26,5872089,140149731,23.8,23.9,23.8,23.9,0.1,1970,2002,12
2019-12-27,7117325,169995542,23.9,23.95,23.8,23.95,0.05,2306,2002,12
2019-12-30,16671769,400180678,23.95,24.05,23.95,24.0,0.05,5275,2002,12
2019-12-31,14810772,355908626,24.0,24.1,23.9,23.9,-0.1,5422,2002,12
2020-01-02,6939981,166483631,24.0,24.1,23.9,24.0,0.1,2776,2002,1
2020-01-03,12353288,297066562,24.05,24.1,23.95,24.1,0.1,4588,2002,1
2020-01-06,7042674,168013648,24.0,24.05,23.8,23.8,-0.3,2860,2002,1
2020-01-07,7693624,182729049,23.8,23.9,23.7,23.7,-0.1,2813,2002,1
2020-01-08,9122876,215112563,23.7,23.7,23.5,23.55,-0.15,3264,2002,1
2020-01-09,8137459,192771679,23.55,23.8,23.55,23.75,0.2,2678,2002,1
2020-01-10,7270995,173053308,23.8,23.9,23.7,23.85,0.1,2641,2002,1
2020-01-13,9763148,233843312,23.9,24.0,23.85,24.0,0.15,3499,2002,1
2020-01-14,7882342,189103445,24.0,24.05,23.9,24.05,0.05,2815,2002,1
2020-01-15,10148530,243659270,24.0,24.05,23.9,24.05,0.0,3816,2002,1
2020-01-16,5347528,128220314,24.0,24.05,23.9,24.0,-0.05,2025,2002,1
2020-01-17,6731978,161615748,24.0,24.05,23.95,24.05,0.05,2351,2002,1
2020-01-20,6941985,166941590,24.0,24.1,24.0,24.05,0.0,3045,2002,1
2020-01-30,39414010,916838686,23.45,23.5,23.0,23.0,-1.05,14037,2002,1
2020-01-31,18198559,421782518,23.0,23.35,23.0,23.1,0.1,6449,2002,1
2020-02-03,19364728,445579951,23.0,23.15,22.85,23.0,-0.1,6489,2002,2
2020-02-04,13835398,320972938,23.0,23.4,22.95,23.2,0.2,4646,2002,2
2020-02-05,10362337,241028538,23.2,23.4,23.05,23.25,0.05,3258,2002,2
2020-02-06,12028716,281527262,23.25,23.5,23.2,23.35,0.1,3369,2002,2
2020-02-07,7882927,183554161,23.3,23.35,23.2,23.3,-0.05,3049,2002,2
2020-02-10,11393229,266049698,23.25,23.45,23.2,23.45,0.15,3466,2002,2
2020-02-11,6370492,149371122,23.4,23.5,23.3,23.45,0.0,2467,2002,2
2020-02-12,5236019,122596182,23.4,23.45,23.35,23.45,0.0,2570,2002,2
2020-02-13,8813253,206310464,23.35,23.45,23.35,23.4,-0.05,2988,2002,2
2020-02-14,6221213,145529640,23.35,23.45,23.35,23.45,0.05,2341,2002,2
2020-02-17,6014263,140121117,23.35,23.35,23.2,23.35,-0.1,2682,2002,2
2020-02-18,7446292,173556410,23.25,23.45,23.2,23.45,0.1,2956,2002,2
2020-02-19,8112007,190442559,23.45,23.55,23.35,23.5,0.05,3146,2002,2
2020-02-20,8685741,202878205,23.5,23.5,23.3,23.3,-0.2,3830,2002,2
2020-02-21,9537984,221846933,23.3,23.4,23.2,23.2,-0.1,4349,2002,2
2020-02-24,15245702,351357286,23.1,23.15,23.0,23.0,-0.2,6351,2002,2
2020-02-25,13970823,320862679,23.0,23.0,22.9,22.95,-0.05,6433,2002,2
2020-02-26,19514784,446659263,22.9,22.95,22.85,22.85,-0.1,7437,2002,2
2020-02-27,16708738,383118024,22.85,23.0,22.85,23.0,0.15,5243,2002,2
2020-03-02,19482263,444909081,22.75,22.95,22.75,22.9,-0.1,6814,2002,3
2020-03-03,12117980,278080490,22.95,23.0,22.85,23.0,0.1,3883,2002,3
2020-03-04,14096692,325694558,23.0,23.2,22.95,23.2,0.2,3576,2002,3
2020-03-05,8007708,185932277,23.2,23.3,23.1,23.3,0.1,2815,2002,3
2020-03-06,17960395,411331710,23.15,23.2,22.85,22.9,-0.4,6869,2002,3
2020-03-09,30241309,680560742,22.7,22.75,22.4,22.4,-0.5,14097,2002,3
2020-03-10,17919916,399626379,22.3,22.45,22.2,22.35,-0.05,6376,2002,3
2020-03-11,21766453,484743393,22.3,22.4,22.2,22.35,0.0,8517,2002,3
2020-03-12,33757335,726858360,22.2,22.2,21.3,21.4,-0.95,15952,2002,3
2020-03-13,72221523,1447221543,20.2,20.3,19.65,20.2,-1.2,24141,2002,3
2020-03-16,31513002,632969927,20.2,20.25,20.0,20.0,-0.2,11505,2002,3
2020-03-17,46625543,911368667,19.8,19.8,19.4,19.5,-0.5,17044,2002,3
2020-03-18,35354413,686222119,19.5,19.65,19.25,19.3,-0.2,13030,2002,3
2020-03-19,52484394,978254846,19.0,19.05,18.35,18.6,-0.7,17128,2002,3
2020-03-20,52775496,1024370353,18.7,19.8,18.7,19.8,1.2,14985,2002,3
2020-03-23,22825663,432998578,18.8,19.15,18.7,18.9,-0.9,8975,2002,3
2020-03-24,27364002,527835486,19.65,19.65,19.0,19.05,0.15,7600,2002,3
2020-03-25,24722266,479414825,19.3,19.5,19.25,19.4,0.35,8784,2002,3
2020-03-26,18023210,351014012,19.5,19.7,19.25,19.55,0.15,5919,2002,3
2020-03-27,21317668,414916474,19.6,19.65,19.35,19.4,-0.15,9344,2002,3
2020-03-30,20238054,384554775,19.05,19.1,18.85,19.0,-0.4,6506,2002,3
2020-03-31,23102361,438804708,19.1,19.15,18.9,18.95,-0.05,6533,2002,3
2020-04-01,25482019,480920161,19.0,19.0,18.8,18.8,-0.15,10236,2002,4
2020-04-06,24482206,466697210,19.1,19.25,18.85,19.25,0.45,6001,2002,4
2020-04-07,16015578,309310726,19.5,19.5,19.2,19.3,0.05,5294,2002,4
2020-04-08,19420509,378999930,19.35,19.6,19.35,19.55,0.25,6582,2002,4
2020-04-09,14680937,287156263,19.6,19.7,19.5,19.5,-0.05,5758,2002,4
2020-04-10,12690752,249245157,19.55,19.7,19.5,19.7,0.2,4721,2002,4
2020-04-13,9095860,178300685,19.7,19.7,19.5,19.55,-0.15,3942,2002,4
2020-04-14,17362473,341950291,19.6,19.75,19.55,19.75,0.2,4869,2002,4
2020-04-15,23388609,466678230,19.85,20.0,19.8,20.0,0.25,9837,2002,4
2020-04-16,25155502,496318490,19.95,20.0,19.65,19.75,-0.25,8301,2002,4
2020-04-17,19880745,394602122,19.75,20.0,19.75,19.75,0.0,6544,2002,4
2020-04-20,14181789,278747346,19.75,19.9,19.55,19.6,-0.15,5876,2002,4
2020-04-21,24477290,470500272,19.5,19.55,19.1,19.1,-0.5,11211,2002,4
2020-04-22,17866816,339675823,19.0,19.15,18.85,19.15,0.05,7848,2002,4
2020-04-23,12990975,248409886,19.15,19.3,19.0,19.15,0.0,4309,2002,4
2020-04-24,9550654,183170171,19.15,19.25,19.05,19.15,0.0,4737,2002,4
2020-04-27,19287380,376293850,19.35,19.7,19.3,19.5,0.35,6820,2002,4
2020-04-28,13906838,271707530,19.65,19.65,19.45,19.55,0.05,5000,2002,4
2020-04-29,23251526,460053065,19.6,19.9,19.55,19.85,0.3,8133,2002,4
2020-04-30,37550070,750255964,19.95,20.1,19.85,20.0,0.15,10457,2002,4
2020-05-04,26299642,512346320,19.45,19.65,19.35,19.55,-0.45,9152,2002,5
2020-05-05,14606111,288744451,19.6,20.0,19.6,19.8,0.25,5505,2002,5
2020-05-06,15813548,310350760,19.8,19.8,19.5,19.55,-0.25,6837,2002,5
